time,mmsi,ship_type,name,destination,draught,imo,call_sign,eta,pos_type,reference_point_a,reference_point_b,reference_point_c,reference_point_d
2025-03-20T11:00:56.522030+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T11:00:54.995756+00:00,230992740,,SKIFTET,KOKAR<>LANGNAS,40.0,8412807,OIRS,1596,1,,,,
2025-03-20T11:00:54.713501+00:00,273614220,,ALARA,TBC,72.0,9741724,UBOX9,217664,1,,,,
2025-03-20T11:00:54.652091+00:00,230014910,,MT1310,,0.0,0,OJ7605,1596,1,,,,
2025-03-20T11:00:53.727950+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T11:00:53.693433+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T11:00:53.335438+00:00,230992610,,FINNO,HOUTSKAR INIO AREA,22.0,0,OJAA,660554,15,,,,
2025-03-20T11:00:52.838247+00:00,230706000,,SAANA,FISKV-SESDL,86.0,9739836,OJUN,237952,15,,,,
2025-03-20T11:00:52.762752+00:00,230125910,,PILOT L-139,HELSINKI PILOT CH 71,0.0,0,OJ-3545,1596,0,,,,
2025-03-20T11:00:52.587760+00:00,305255000,,MARALTA,RU PRI,85.0,9324320,V2YI4,240158,1,,,,
2025-03-20T11:00:52.226344+00:00,230690000,,LUNNI,SE NYN > FI SKV,76.0,9797802,OJTJ,235968,1,,,,
2025-03-20T11:00:48.839540+00:00,352003744,,NILE,RUULU,80.0,9280586,3E5845,238848,1,,,,
2025-03-20T11:00:48.714853+00:00,265513350,,PILOT 571 SE,PILOT KAPELLSKAR,20.0,0,SCRI,1596,1,,,,
2025-03-20T11:00:48.558541+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T11:00:47.263878+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T11:00:46.997166+00:00,230992510,,KUPELI,PAIMIO,25.0,0,OIRN,238656,1,,,,
2025-03-20T11:00:46.139320+00:00,305662000,,FEED FISKAA,BEKKERI,63.0,9115999,V2QF3,236736,1,,,,
2025-03-20T11:00:45.750079+00:00,636093252,,MV MALAMIR,RULED,69.0,9555151,5LMH2,230720,1,,,,
2025-03-20T11:00:45.687049+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T11:00:43.702546+00:00,636017150,,ALEXANDROS P.,FI KTK,76.0,9723045,D5JN7,235584,1,,,,
2025-03-20T11:00:42.422008+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,1,,,,
2025-03-20T11:00:42.108066+00:00,275517000,,FRIENDLAND,EEVEB,41.0,9246906,YLRH,236992,1,,,,
2025-03-20T11:00:41.684177+00:00,305391000,,AMBER SPIRIT,VYBORG,46.0,9142643,V2QQ3,240000,1,,,,
2025-03-20T11:00:40.264360+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T11:00:39.764434+00:00,230987390,,FALCO,GALTBY,42.0,8685741,OI 7119,842880,1,,,,
2025-03-20T11:00:39.430192+00:00,230289000,,SISU,ICEBREAKER CH 13,78.0,7359656,OHMW,77184,1,,,,
2025-03-20T11:00:37.280944+00:00,265587000,,RESCUE MATHILDA,,0.0,0,7SA2309,1596,15,,,,
2025-03-20T11:00:36.809988+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T11:00:36.619074+00:00,667002334,,UTAKI,GULF OF FINLAND,82.0,9262924,9LS2037,236608,15,,,,
2025-03-20T11:00:36.241123+00:00,230052800,,EMMA,KRUUNUVUORENR FERRY,20.0,0,OI-2286,252992,15,,,,
2025-03-20T11:00:35.744418+00:00,230035990,,OSTERN,KUM-ENK,35.0,0,OJ9503,617752,1,,,,
2025-03-20T11:00:35.296897+00:00,209657000,,RADUGA ELECTRON,EE TLL,54.0,8207379,5BGT5,232704,15,,,,
2025-03-20T11:00:35.220813+00:00,230202000,,STEEL,SE LLA,71.0,8503503,OIVR,238528,1,,,,
2025-03-20T11:00:35.128809+00:00,276005340,,AHTO-15,HUNDIPEA,15.0,0,ES3168,601226,1,,,,
2025-03-20T11:00:34.296751+00:00,354540000,,MSC SHANNON III,RULED=>FIKTK,82.0,8913423,HPRY,237918,1,,,,
2025-03-20T11:00:32.908257+00:00,230914000,,VIGGEN,LANGNAS<>GALTBY,40.0,9173719,OJIQ,1596,1,,,,
2025-03-20T11:00:32.136748+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T11:00:31.018264+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,1,,,,
2025-03-20T11:00:30.989264+00:00,636023680,,SIREN,"UST LUGA,RUSSIA",90.0,9405423,5LOW8,238080,1,,,,
2025-03-20T11:00:30.894393+00:00,276158000,,TARMO,TLN1-ANKUR 'H'-HUND,63.0,5352886,ESZA,211648,15,,,,
2025-03-20T11:00:30.238158+00:00,230685000,,FINBO CARGO,EEMUG<>FIVSS,60.0,9181106,OJST,238445,1,,,,
2025-03-20T11:00:29.857657+00:00,276851000,,CHARLIE,RAAHE,38.0,8033716,ESLL,236288,1,,,,
2025-03-20T11:00:29.422515+00:00,273299870,,BOGATYR,RUVYSK,30.0,9841055,UBPW8,84864,0,,,,
2025-03-20T11:00:27.858311+00:00,230984090,,TINTO,RAUMA,34.0,530126500,OJKP,221376,1,,,,
2025-03-20T11:00:27.309860+00:00,304099000,,CELINA,RU VYG,47.0,9019200,V2GV5,238592,1,,,,
2025-03-20T11:00:27.150943+00:00,276756000,,AHTO-28,MUUGA,15.0,0,ES2735,0,1,,,,
2025-03-20T11:00:25.929552+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T11:00:25.573011+00:00,256550000,,AGIOS GERASIMOS,RULED,143.0,9693056,9HA3948,238144,15,,,,
2025-03-20T11:00:24.282462+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T11:00:22.894751+00:00,276859000,,MYSTAR,EEVAN<->FIHEL,69.0,9892690,ESLR,238430,1,,,,
2025-03-20T11:00:22.865631+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T11:00:21.615470+00:00,245302000,,LADY HABARKA,FIKAS,38.0,9835006,PDSQ,236928,1,,,,
2025-03-20T11:00:21.181306+00:00,230634000,,STELLA,GALTBY-KITTUIS,42.0,9624691,OJPW,121408,1,,,,
2025-03-20T11:00:20.880801+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T11:00:20.393577+00:00,352002533,,GREEN AANEKOSKI,KOTKA,99.0,9976082,HOA2934,225822,1,,,,
2025-03-20T11:00:19.417888+00:00,636019576,,GREAT W,ES LPA,129.0,9326299,D5VD4,266240,1,,,,
2025-03-20T11:00:19.069195+00:00,230108490,,MERILUOTO,RIUTTU HUIKKU,41.0,8685739,OI9738,368832,3,,,,
2025-03-20T11:00:18.863781+00:00,276003580,,AHTO- 07,HUNDIPEA,25.0,0,ES2999,750356,1,,,,
2025-03-20T11:00:17.915585+00:00,273376280,,VLADIVOSTOK,MURMANSK,85.0,9658654,UFYH,252288,1,,,,
2025-03-20T11:00:17.696038+00:00,230938240,,NAGU 2,RETAIS-PARNAS,32.0,8634546,OF 2239,1596,1,,,,
2025-03-20T11:00:17.130320+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T11:00:16.780500+00:00,255915979,,STEN BERGEN,FISKV,65.0,9407988,CQ2437,238080,1,,,,
2025-03-20T11:00:16.041842+00:00,273394340,,PATRIA,RU LED          ,60.0,9159921,UBVP6,236480,15,,,,
2025-03-20T11:00:15.883775+00:00,230183280,,NORDIC TITAN,TURKU,24.0,0,OHA5310,823424,1,,,,
2025-03-20T11:00:15.475809+00:00,230610000,,SKARVEN,SVINO-DEGERBY,0.0,9436630,OJNT,1596,1,,,,
2025-03-20T11:00:14.823654+00:00,273351080,,DOBRYNYA,UST'-LUGA          ,46.0,9584968,UBSG4,442624,15,,,,
2025-03-20T11:00:14.598651+00:00,230035100,,GOLDEN ROSE,FISHING CPA 0.5,40.0,7922415,OJ9434,420480,1,,,,
2025-03-20T11:00:14.585475+00:00,230011480,,DOPPINGEN,JURMO AVA,0.0,0,OITJ,1596,1,,,,
2025-03-20T11:00:14.058314+00:00,230109450,,JAASALO,KEMI TUG CH12,52.0,7407544,OIHE,676096,1,,,,
2025-03-20T11:00:13.804782+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T11:00:13.055738+00:00,276636000,,ARKTURUS,MEERUSE,40.0,9375331,ES2642,227358,1,,,,
2025-03-20T11:00:12.053560+00:00,244150516,,FWN SPACE,FITOK,68.0,9735232,PBWA,232768,1,,,,
2025-03-20T11:00:11.588744+00:00,276784000,,AHTO-01,HUNDIPEA,0.0,0,ES2819,644032,1,,,,
2025-03-20T11:00:11.395505+00:00,636015034,,HECTOR,TO ORDER,79.0,9502635,A8YE3,225664,15,,,,
2025-03-20T11:00:10.821338+00:00,230992260,,MT2305,FAIRWAY WORKS,0.0,0,OF4189,1596,1,,,,
2025-03-20T11:00:10.540188+00:00,255805653,,HAVELLAND,LV SKU,46.0,9499735,CQTN,237888,1,,,,
2025-03-20T11:00:10.223224+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T11:00:09.806380+00:00,230694000,,FINNECO 1,FIKTK,66.0,9856830,OJTO,233728,15,,,,
2025-03-20T11:00:09.742692+00:00,230685000,,FINBO CARGO,EEMUG<>FIVSS,60.0,9181106,OJST,238445,3,,,,
2025-03-20T11:00:09.713181+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T11:00:09.008688+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,1,,,,
2025-03-20T11:00:08.287418+00:00,209452000,,VALENTINA,IT RAN,68.0,9155418,P3EH8,275200,15,,,,
2025-03-20T11:00:07.666540+00:00,249100000,,ZANTE DAWN,BR SSZ,100.0,9520637,9HA6110,288960,1,,,,
2025-03-20T11:00:07.305768+00:00,265794080,,RESCUE ENGSTROM,SWEDISH SAR VESSEL,0.0,0,7SA2809,1596,15,,,,
2025-03-20T11:00:07.180209+00:00,230341000,,FJARDVAGEN,NADENDAL LANGNAS TR,38.0,7226952,OJHC,238720,1,,,,
2025-03-20T11:00:07.052501+00:00,244912000,,TRICA,KOTKA,71.0,9307384,PHLV,236800,1,,,,
2025-03-20T11:00:06.425886+00:00,255893000,,HEINRICH ESSBERGER,PORVOO,56.0,9939814,CQWZ,230144,1,,,,
2025-03-20T11:00:05.731459+00:00,503000243,,SPIRIT OF TASMANIA V,SEATRIAL,0.0,9936599,VM0F,0,1,,,,
2025-03-20T11:00:04.633347+00:00,230991670,,AJO,HELSINKI,23.0,0,OG2940,379072,1,,,,
2025-03-20T11:00:03.476530+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T11:00:03.401897+00:00,230174460,,L-317,KIVIMAA-VARTSALA,24.0,0,OHA4058,818368,1,,,,
2025-03-20T11:00:03.339561+00:00,276519000,,VICTORIA 1,EEVAN<>FIHEL,61.0,9281281,ESRP,238464,3,,,,
2025-03-20T11:00:03.182277+00:00,273136100,,KAPITAN SOROKIN,GF  ,85.0,7413488,UENQ,211520,15,,,,
2025-03-20T11:00:01.970710+00:00,230934000,,METEOR,FIEJO,42.0,5233547,OJJO,236544,1,,,,
2025-03-20T11:00:01.938079+00:00,230938590,,UKKOPEKKA,AT WINTER HOME,30.0,6610132,OIOU,419840,1,,,,
2025-03-20T11:00:00.733140+00:00,230234000,,TELEPAATTI,VEPSA,27.0,7636341,OF3100,223936,1,,,,
2025-03-20T10:59:59.417123+00:00,314001066,,CORTEX,RUULU,81.0,9291250,8P2628,238336,15,,,,
2025-03-20T10:59:56.833068+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:56.633454+00:00,230109460,,ULLA,KASKINEN,38.0,0,OIES,68608,1,,,,
2025-03-20T10:59:56.018411+00:00,636022894,,SOUTH SPIRIT,RUVYS,58.0,9171125,5LKY4,234432,15,,,,
2025-03-20T10:59:55.749143+00:00,230031000,,FURUNOP,HANKO,90.0,0,OJGJ,558348,1,,,,
2025-03-20T10:59:54.012404+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T10:59:53.352717+00:00,215936000,,EUROSAILOR,UST LUGA RUSSIA,83.0,9895915,9HA5376,223360,1,,,,
2025-03-20T10:59:53.193975+00:00,209664000,,SOLYMAR,FIRAU,38.0,9167344,P3WG9,236303,15,,,,
2025-03-20T10:59:51.637597+00:00,230668000,,ELEKTRA,PROSTVIK<->LILLMALO,37.0,9806328,OJRY,1596,1,,,,
2025-03-20T10:59:51.390241+00:00,352003744,,NILE,RUULU,80.0,9280586,3E5845,238848,15,,,,
2025-03-20T10:59:50.891495+00:00,255815000,,HAFNIA SEA,PALDISKI,62.0,9357602,CQUV,238366,1,,,,
2025-03-20T10:59:50.827461+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:49.785392+00:00,620999837,,VALERA,FOR ORDERS,114.0,9630004,D6A3837,97024,1,,,,
2025-03-20T10:59:49.314318+00:00,275546000,,DREAMLAND,FIMHQ,57.0,9155872,YLDL,221918,1,,,,
2025-03-20T10:59:49.131016+00:00,273255820,,LIPETSK,RUPRI,83.0,9339301,UBZZ2,238720,1,,,,
2025-03-20T10:59:49.098617+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:59:48.740970+00:00,230992970,,VIIKARI,HARBOUR ASSISTANCE,49.0,8006828,OINV,635520,1,,,,
2025-03-20T10:59:48.521426+00:00,273435190,,RYURIK,RUULU,57.0,9340790,UBUA,124160,1,,,,
2025-03-20T10:59:45.683602+00:00,230070870,,PILOT L151,KEMI AJOS,30.0,0,OH4485,1596,1,,,,
2025-03-20T10:59:45.088446+00:00,230289000,,SISU,ICEBREAKER CH 13,78.0,7359656,OHMW,77184,1,,,,
2025-03-20T10:59:44.777998+00:00,255915978,,STEN FJELL,BE ANR VIA NOK,94.0,9460241,CQ2436,244928,1,,,,
2025-03-20T10:59:44.309141+00:00,230128800,,OERNEN,PARGAS AREA,20.0,0,OH7045,1596,15,,,,
2025-03-20T10:59:44.245934+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:43.380473+00:00,305211000,,KATARIINA,FIKTK,37.0,9467213,V2QZ9,240000,1,,,,
2025-03-20T10:59:43.277266+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T10:59:42.631096+00:00,265066000,,YMER,ICEBREAKER CH69,78.0,7505346,SDIA,1596,1,,,,
2025-03-20T10:59:41.935712+00:00,304099000,,CELINA,RU VYG,47.0,9019200,V2GV5,238592,1,,,,
2025-03-20T10:59:41.286060+00:00,230949000,,HELGA,SAVONLINNA,24.0,8325121,OJKR,84736,15,,,,
2025-03-20T10:59:40.976411+00:00,230989260,,MICHAEL SARS,MARIEHAMN,42.0,7805136,OJLU,96832,1,,,,
2025-03-20T10:59:39.403092+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:59:38.268346+00:00,636092297,,JOHANN,FIKTK,40.0,9534298,D5HS1,236672,15,,,,
2025-03-20T10:59:37.009296+00:00,230176150,,NOTUS,TURKU,40.0,7382926,OHA4316,779456,1,,,,
2025-03-20T10:59:36.762733+00:00,246535000,,NEUSEBORG,FIKOK,41.0,9341756,PHGG,240192,1,,,,
2025-03-20T10:59:36.603976+00:00,247386800,,ML FREYJA,EEPLS,64.0,9799977,IBRT,238336,15,,,,
2025-03-20T10:59:34.689295+00:00,230024490,,KUOKKA-AKSELI 1,HELSINKI,20.0,0,OJ8522,1596,1,,,,
2025-03-20T10:59:34.565482+00:00,255705000,,AVA D,FIKTK,93.0,9306225,CQGB,238720,1,,,,
2025-03-20T10:59:34.328652+00:00,210438000,,NYLAND,KARSKAER PEC01-256,61.0,9436240,5BNH2,238528,1,,,,
2025-03-20T10:59:33.769845+00:00,230298000,,MUIKKU,HELSINKI,22.0,7935307,OHMM,357184,1,,,,
2025-03-20T10:59:32.830682+00:00,230109470,,PILOT L129,HANKO,26.0,0,,658816,3,,,,
2025-03-20T10:59:32.767607+00:00,636023986,,IRMGARD,VYSOTSK,65.0,9590967,5LQK3,219584,1,,,,
2025-03-20T10:59:32.221258+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T10:59:32.156499+00:00,230705000,,VIKING XPRS,FIHEL <> EEVAN,65.0,9375654,OJND,238272,1,,,,
2025-03-20T10:59:30.709641+00:00,212677000,,PERSEAS,EE TLL > RU LED,71.0,9650638,5BSQ6,245761,15,,,,
2025-03-20T10:59:30.317793+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:30.167181+00:00,230983050,,SPARK,TURKU,20.0,912974400,OG9923,595136,0,,,,
2025-03-20T10:59:29.718394+00:00,276824000,,TIIU,VANA-VENE,37.0,9762687,ESKK,235742,1,,,,
2025-03-20T10:59:29.245648+00:00,230939470,,IGOR,KOTKA,31.0,0,OJ9416,256990,1,,,,
2025-03-20T10:59:28.784748+00:00,230245000,,FENNICA,FIKTK,78.0,9043615,OJAD,549632,3,,,,
2025-03-20T10:59:27.671384+00:00,230161450,,L248,ISOKARI CH71,0.0,0,OHA2259,1596,0,,,,
2025-03-20T10:59:27.362914+00:00,230046990,,MT5300,FAIRWAYWORKS,0.0,0,OH2372,1596,15,,,,
2025-03-20T10:59:27.269460+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:59:26.876605+00:00,276014670,,NARGO,TALLINN<>NAISSAAR,15.0,0,ES4081,484190,1,,,,
2025-03-20T10:59:26.841072+00:00,248620000,,AQUARAMA,GHTEM,101.0,9789714,9HA4727,271360,1,,,,
2025-03-20T10:59:24.119543+00:00,230694000,,FINNECO 1,FIKTK,66.0,9856830,OJTO,233728,3,,,,
2025-03-20T10:59:23.709941+00:00,246436000,,DUTCH EMERALD,KOKKOLA,66.0,9191668,PCIP,235968,1,,,,
2025-03-20T10:59:23.331554+00:00,230111650,,GAIA,FITKU,18.0,0,OF-4195,1596,1,,,,
2025-03-20T10:59:23.158699+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:22.415886+00:00,230337000,,LENNE,OLKILUOTO,42.0,5120740,OIQE,740032,1,,,,
2025-03-20T10:59:21.560285+00:00,230628000,,FINLANDIA,FIHEL<>EEVAN,70.0,9214379,OJPP,238351,1,,,,
2025-03-20T10:59:21.393707+00:00,230351000,,HJORDIS,NLTNZ,71.0,9126235,OJHI,246848,1,,,,
2025-03-20T10:59:20.825859+00:00,230677000,,HURTIG,PORT TOWAGE,50.0,7388669,OJSN,697611,0,,,,
2025-03-20T10:59:20.506399+00:00,636022894,,SOUTH SPIRIT,RUVYS,58.0,9171125,5LKY4,234432,1,,,,
2025-03-20T10:59:20.355703+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T10:59:19.892619+00:00,255915625,,HELGOLAND,FIKAS,62.0,9973250,CQ2083,239680,1,,,,
2025-03-20T10:59:19.830307+00:00,230667000,,DRACO,HARBOR TUG CH 12,40.0,9280794,OJRW,220382,1,,,,
2025-03-20T10:59:19.423023+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T10:59:18.753432+00:00,257037140,,EK-RIVER,FIKOK>FIKEM,75.0,9808259,LAEK8,238464,3,,,,
2025-03-20T10:59:18.531876+00:00,230981050,,MERISILTA,RIUTTU,38.0,8702903,OG6628,771131,3,,,,
2025-03-20T10:59:18.411869+00:00,235102851,,TEAL BAY,RU ULU,65.0,9343637,2HDY3,232576,15,,,,
2025-03-20T10:59:18.024759+00:00,266450000,,POLAR EXPLORER,AXELSVIK,48.0,7415137,SBET,230144,1,,,,
2025-03-20T10:59:17.790819+00:00,265623130,,SEKTOR,FAIRWAY WORK,1.0,0,SEXL,1596,1,,,,
2025-03-20T10:59:17.395694+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:59:17.268733+00:00,277569000,,SIRENA SEAWAYS,EE PLN <=> SE KPS,54.0,9212163,LYBR,238720,1,,,,
2025-03-20T10:59:16.850442+00:00,230003110,,PILOT L141,RAAHE,24.0,0,OJ-6235,1596,15,,,,
2025-03-20T10:59:16.761661+00:00,256052000,,SEABULK,RUULU,79.0,9936927,9HA5674,236288,1,,,,
2025-03-20T10:59:16.633707+00:00,212006000,,JUDITH,FIHEL,76.0,9359260,5BKY2,238656,1,,,,
2025-03-20T10:59:15.462103+00:00,276649000,,SUPERFASTIX,EEPAS,60.0,9211509,ESIJ,1596,1,,,,
2025-03-20T10:59:15.064029+00:00,230111210,,MT3320,FAIRWAY WORK,0.0,0,OF2890,1596,15,,,,
2025-03-20T10:59:14.264057+00:00,209313000,,RIX LAKE,EETLL,33.0,9109043,5BAM5,238272,1,,,,
2025-03-20T10:59:14.135551+00:00,255624000,,NORRBOTTEN,SEVAJ,58.0,9191931,CQCK,239872,1,,,,
2025-03-20T10:59:13.418812+00:00,353211000,,XIN HAI TONG 29,EE TLL,108.0,9445681,3FHR4,238656,3,,,,
2025-03-20T10:59:11.842963+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,3,,,,
2025-03-20T10:59:11.347976+00:00,230711000,,JUPITER,,0.0,9287431,OJUW,1596,1,,,,
2025-03-20T10:59:11.252797+00:00,257708000,,LAFJELL,EURAJOKI,34.0,9213997,LAMD8,238174,1,,,,
2025-03-20T10:59:11.184133+00:00,212838000,,VAESTERBOTTEN,FIKRS,45.0,9436226,5BHU2,237888,1,,,,
2025-03-20T10:59:10.958300+00:00,275304000,,ROMANTIKA,EEPAS,57.0,9237589,YLBT,130240,3,,,,
2025-03-20T10:59:10.928199+00:00,314987000,,ARIA,RUULU,85.0,9397559,8P2495,84736,15,,,,
2025-03-20T10:59:10.746263+00:00,265054000,,IDUN,ICEBREAKER CH71,61.0,9319997,SBCK,250432,3,,,,
2025-03-20T10:59:09.420991+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:07.769812+00:00,309116000,,SHIMANAMI STAR,DKSKA,101.0,9377717,C6VN9,242560,1,,,,
2025-03-20T10:59:07.301459+00:00,273351080,,DOBRYNYA,UST'-LUGA          ,46.0,9584968,UBSG4,442624,15,,,,
2025-03-20T10:59:06.783201+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T10:59:06.681489+00:00,230990880,,ROSALA II,INIO RUTT,24.0,7943378,OHMV,1596,1,,,,
2025-03-20T10:59:06.306132+00:00,276260000,,NAFTA,GOLF,40.0,8853946,ES2388,158208,1,,,,
2025-03-20T10:59:06.035895+00:00,276001840,,SUNRAY,,0.0,0,ES2850,1596,1,,,,
2025-03-20T10:59:06.005304+00:00,230987380,,STERNA,LILLMALO,42.0,8685753,OI6508,0,1,,,,
2025-03-20T10:59:05.555006+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:59:04.805460+00:00,245266000,,LADY MENNA,FIRAU,46.0,9904340,PCLK,238750,1,,,,
2025-03-20T10:59:03.170097+00:00,273394340,,PATRIA,RU LED          ,60.0,9159921,UBVP6,236480,15,,,,
2025-03-20T10:59:02.670735+00:00,276005280,,AHTO-14,HUNDIPEA SADAM,14.0,0,ES3162,236259,1,,,,
2025-03-20T10:59:02.220641+00:00,230192000,,MERIKOTKA,,0.0,0,OJFL,1596,1,,,,
2025-03-20T10:59:02.053184+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,3,,,,
2025-03-20T10:59:01.690213+00:00,219025221,,VALDEMAR,EE VINE BALTI,42.0,8108121,OUCG2,237952,1,,,,
2025-03-20T10:59:01.272753+00:00,230693000,,PRIMA LADY,FIKTK,36.0,9195652,OJTT,238208,1,,,,
2025-03-20T10:59:01.170012+00:00,210017000,,ELBWIND,FIHEL,79.0,9483334,5BNL5,236126,1,,,,
2025-03-20T10:58:57.861372+00:00,230713000,,VIKING CINDERELLA,FIHEL<>FIMHQ<>SESTO,67.0,8719188,OIZS,240192,3,,,,
2025-03-20T10:58:57.729054+00:00,230251000,,KONTIO,ICEBREAKING CH 08,78.0,8518120,OIRV,842176,1,,,,
2025-03-20T10:58:57.368316+00:00,244338000,,HUNTEBORG,FIKOK,31.0,9328704,PBDF,240832,1,,,,
2025-03-20T10:58:56.067656+00:00,230291000,,VOIMA,HELSINKI,65.0,5383158,OHLW,666432,1,,,,
2025-03-20T10:58:55.604921+00:00,352004768,,BIVOLA,GULF OF FINLAND,75.0,9266865,3E7015,235840,1,,,,
2025-03-20T10:58:52.530787+00:00,230938210,,REPLOT 2,GALTBY -OLOFSNAS,33.0,8634766,OF 2244,1596,1,,,,
2025-03-20T10:58:51.060660+00:00,255805989,,COSTAMAR,FIRAA,39.0,9552020,CQIK9,237952,1,,,,
2025-03-20T10:58:50.701063+00:00,265411000,,SCA OBBOLA,HOLMSUND,58.0,9087350,SEBR,238080,3,,,,
2025-03-20T10:58:50.130743+00:00,304347000,,OCEAN CONNECTOR,,50.0,8912340,V2YJ4,1596,1,,,,
2025-03-20T10:58:50.048377+00:00,230938610,,RUDOLFINA,TURKU-AIRISTO-TURKU,30.0,8634326,OJ-2210,1596,1,,,,
2025-03-20T10:58:49.692940+00:00,244621000,,LADY CARINA,FI THK,48.0,9201827,PFBV,236224,1,,,,
2025-03-20T10:58:48.825571+00:00,230981050,,MERISILTA,RIUTTU,38.0,8702903,OG6628,771131,3,,,,
2025-03-20T10:58:47.805971+00:00,265767620,,SKRAKEN,SODERORA       ,12.0,0,SBEQ ,1596,0,,,,
2025-03-20T10:58:47.595847+00:00,352001801,,XIN SHUN,EE TLL,78.0,9252199,3E2621,223232,1,,,,
2025-03-20T10:58:47.191980+00:00,255806441,,NICOLE,FIRAU,60.0,9454814,CQEO6,232000,1,,,,
2025-03-20T10:58:47.171444+00:00,230987410,,MERGUS,HAILUOTO,35.0,8324517,OF8657,778880,1,,,,
